PDB,SET,pK
5ad1,Train,7.24
5aei,Train,8.96
5ael,Train,7.41
5aer,Train,4.4
5afv,Train,5.59
5agu,Train,10.0
5agv,Train,9.7
5ah2,Train,10.08
5ahu,Train,6.78
5ahw,Train,5.17
5ai1,Train,6.47
5aip,Train,2.82
5ais,Train,6.24
5aiv,Train,6.19
5aix,Train,7.92
5ajc,Train,4.24
5ajo,Train,4.96
5ajp,Train,5.3
5alb,Train,10.71
5alc,Train,8.13
5am6,Train,6.73
5am7,Train,7.19
5amd,Train,8.55
5amg,Train,8.22
5aml,Train,9.15
5ant,Train,6.36
5anu,Train,9.4
5anv,Train,9.3
5anw,Train,8.52
5aoi,Train,3.03
5aoj,Train,4.68
5aol,Train,2.32
5aom,Train,2.9
5apr,Train,7.77
5aqf,Train,3.78
5aqg,Train,4.51
5aqh,Train,2.46
5aqj,Train,2.68
5aqk,Train,3.65
5aqn,Train,2.77
5aqo,Train,2.85
5aqp,Train,2.68
5aqq,Train,3.1
5aqr,Train,3.0
5aqt,Train,3.51
5aqu,Train,2.98
5aqv,Train,3.43
5aqz,Train,5.48
5ar0,Train,6.14
5arf,Train,6.27
5aut,Train,5.17
5ave,Train,5.44
5avf,Train,5.49
5avi,Train,6.06
5awt,Train,4.52
5awu,Train,4.65
5ayf,Train,4.82
5ayt,Train,6.77
5azf,Train,4.44
5azg,Train,5.54
5b25,Train,10.24
5b2d,Train,4.25
5b4w,Train,8.46
5b56,Train,4.54
5b5f,Train,5.25
5b5g,Train,5.25
5b6c,Train,3.66
5bml,Train,8.0
5bms,Train,6.34
5bnj,Train,8.7
5boj,Train,7.0
5brn,Train,6.3
5bry,Train,11.82
5brz,Train,8.15
5bs0,Train,7.12
5bs4,Train,11.0
5bsk,Train,6.22
5btv,Train,3.85
5btx,Train,3.55
5bv3,Train,7.17
5bw4,Train,4.17
5bwb,Train,5.3
5bwc,Train,7.21
5byi,Train,7.51
5c0m,Train,5.85
5c11,Train,6.47
5c13,Train,6.1
5c1m,Train,10.8
5c1w,Train,5.06
5c28,Test,5.66
5c29,Train,6.06
5c2a,Train,8.32
5c2e,Train,8.7
5c2h,Test,11.09
5c2o,Train,4.55
5c3p,Train,4.46
5c4l,Train,5.64
5c5h,Train,6.4
5c5t,Train,3.13
5c7n,Train,6.57
5c85,Train,3.98
5c8k,Train,7.7
5c8m,Train,7.19
5c8n,Train,7.55
5cal,Train,7.66
5can,Train,6.91
5cao,Train,7.42
5cap,Train,7.28
5caq,Train,8.57
5cas,Train,8.85
5cau,Train,8.8
5cav,Train,6.67
5cbm,Train,7.77
5cbr,Train,5.74
5cbs,Train,5.41
5cc2,Train,4.1
5cdh,Train,5.37
5cep,Train,6.84
5ceq,Train,7.38
5cfa,Train,6.54
5cgd,Train,9.3
5cgv,Train,6.47
5chk,Train,5.39
5cil,Train,7.39
5cin,Train,7.74
5cj6,Train,8.69
5cjf,Train,9.59
5ckr,Train,7.76
5cks,Train,5.51
5cnj,Train,6.84
5cnm,Train,6.81
5cp5,Train,5.91
5cp9,Train,3.51
5cpr,Train,7.56
5cqt,Train,6.91
5cqu,Train,6.54
5cqx,Train,5.33
5cr7,Train,3.1
5cs3,Train,2.15
5cs6,Train,3.2
5csd,Train,7.89
5csh,Train,3.57
5cso,Train,6.03
5csp,Train,4.24
5cst,Train,6.96
5csw,Train,8.4
5csx,Train,8.22
5csz,Train,7.77
5ct2,Train,2.92
5cu2,Train,4.24
5cu4,Train,6.49
5cvd,Train,6.41
5cw8,Train,7.22
5cxa,Train,8.05
5cxi,Train,6.55
5cy9,Train,6.66
5cyv,Train,4.96
5czm,Train,8.32
5d0c,Train,5.63
5d0j,Train,5.31
5d0r,Train,6.37
5d1n,Train,5.57
5d1r,Train,4.84
5d21,Train,8.38
5d24,Train,5.24
5d25,Train,6.3
5d26,Train,6.09
5d2a,Train,5.59
5d2r,Train,5.82
5d3c,Train,10.4
5d3h,Train,5.1
5d3j,Train,5.24
5d3l,Train,6.06
5d3n,Train,5.04
5d3p,Train,5.13
5d3s,Train,5.89
5d3t,Train,4.92
5d3x,Train,6.36
5d45,Train,6.92
5d47,Train,7.0
5d48,Train,7.52
5d6j,Train,4.44
5d6y,Train,5.66
5d75,Train,6.7
5d7e,Train,3.82
5d7x,Train,4.82
5dah,Train,5.3
5dbm,Train,6.46
5dd0,Train,7.08
5dex,Train,7.65
5dey,Train,8.43
5dfp,Train,7.66
5dgu,Train,11.35
5dgw,Train,11.05
5dgz,Train,7.85
5dh4,Train,7.24
5dh5,Train,9.64
5dhg,Train,9.14
5dhh,Train,9.18
5dhj,Train,6.7
5dhp,Train,3.85
5dhq,Train,5.7
5dhr,Train,4.64
5dhs,Train,5.22
5dht,Train,6.0
5dhu,Train,6.3
5dia,Train,10.46
5dif,Train,6.23
5dit,Train,6.15
5diu,Train,7.37
5div,Train,6.85
5dk4,Train,8.7
5dkn,Train,3.69
5dkr,Train,5.22
5dlx,Train,5.7
5dlz,Train,5.74
5dms,Train,4.53
5dnu,Train,4.11
5doh,Train,7.49
5dpx,Train,4.46
5dq8,Train,4.14
5dqc,Train,7.34
5dqe,Train,3.63
5dqf,Train,3.6
5dro,Train,10.59
5drq,Train,10.92
5drr,Train,11.46
5drs,Train,8.96
5dtj,Train,4.47
5dtk,Train,4.3
5dts,Train,3.55
5dtt,Train,3.51
5dtw,Train,5.46
5du4,Train,5.25
5du6,Train,5.02
5du8,Train,5.72
5duc,Train,6.35
5dus,Train,5.53
5duw,Train,3.29
5dva,Train,3.55
5dw2,Train,5.84
5dwr,Test,11.22
5dx3,Train,7.41
5dx4,Train,6.86
5dxb,Train,6.28
5dxh,Train,9.0
5dxt,Train,9.7
5dxu,Train,8.4
5dyo,Train,10.21
5e0a,Train,6.59
5e0l,Train,6.4
5e0m,Train,5.28
5e13,Train,4.24
5e1b,Train,4.84
5e1d,Train,5.39
5e1m,Train,6.72
5e1o,Train,5.43
5e1s,Train,7.92
5e28,Train,7.91
5e2k,Train,8.03
5e2l,Train,4.03
5e2m,Train,7.23
5e2n,Train,9.54
5e2o,Train,8.7
5e2p,Train,8.8
5e2q,Train,5.79
5e2r,Train,7.06
5e2s,Train,9.01
5e2v,Train,6.08
5e2w,Train,7.51
5e3a,Train,5.44
5e3d,Train,4.02
5e4w,Train,4.64
5e5g,Train,3.15
5e6o,Train,4.11
5e73,Train,4.64
5e74,Train,4.41
5e7n,Train,6.09
5e80,Train,8.3
5e88,Train,7.19
5e89,Train,7.85
5e8a,Train,7.47
5e8f,Train,8.64
5e8r,Train,8.7
5ea3,Train,8.77
5ea4,Train,8.11
5ea6,Train,7.41
5ea7,Train,7.96
5eay,Train,4.47
5ech,Train,3.8
5eci,Train,3.8
5ect,Train,5.28
5edb,Train,7.0
5edc,Train,7.66
5edq,Train,8.7
5edr,Train,7.46
5edu,Train,8.66
5ee7,Train,9.21
5eef,Train,8.32
5eei,Train,9.22
5eek,Train,9.1
5eel,Train,6.08
5een,Train,8.96
5ef7,Train,9.0
5ef8,Train,8.85
5efa,Train,4.83
5efb,Train,8.37
5efc,Train,4.85
5efh,Train,6.1
5efj,Train,6.46
5eg4,Train,7.68
5egm,Train,8.62
5egs,Train,6.01
5egu,Train,5.85
5eh5,Train,5.87
5eh7,Train,3.48
5eh8,Train,3.1
5ehe,Train,8.32
5ehn,Train,11.64
5ehq,Train,10.48
5ehr,Train,7.14
5ehv,Train,3.08
5ehw,Train,3.0
5ei3,Train,4.25
5eie,Train,7.64
5eij,Train,5.31
5eis,Train,5.74
5eje,Train,5.6
5ejw,Train,3.3
5ek9,Train,7.33
5ekg,Train,6.04
5ekh,Train,5.95
5ekj,Train,6.0
5ekm,Train,6.32
5ekn,Train,5.72
5el2,Train,4.47
5el9,Train,7.64
5eld,Train,2.66
5elf,Train,2.34
5elq,Train,5.7
5elv,Train,6.8
5elw,Train,7.85
5em5,Train,6.58
5em6,Train,8.4
5em7,Train,7.72
5em8,Train,5.96
5em9,Train,5.57
5ema,Train,5.23
5emb,Train,5.2
5en3,Train,6.21
5eng,Train,5.85
5eoc,Train,7.52
5eok,Train,3.49
5eom,Train,6.39
5eou,Train,5.36
5ep7,Train,5.4
5epk,Train,5.74
5epl,Train,7.03
5epn,Train,8.66
5epp,Train,4.16
5epr,Train,4.04
5eps,Train,4.42
5epy,Train,7.4
5eq0,Train,5.92
5eq1,Train,4.68
5eqe,Train,3.88
5eqp,Train,5.4
5eqq,Train,8.17
5eqy,Train,8.0
5er1,Train,6.02
5er2,Train,6.57
5er4,Train,2.76
5er5,Train,3.67
5esq,Train,5.8
5eta,Train,5.8
5etb,Train,4.54
5etf,Train,3.79
5etj,Train,10.18
5etk,Train,5.82
5etl,Train,4.64
5etm,Train,5.41
5etn,Train,5.37
5eto,Train,5.57
5etp,Train,6.15
5etq,Train,6.48
5etr,Train,6.52
5ets,Train,5.91
5ett,Train,6.23
5etu,Train,3.89
5etv,Train,6.24
5etx,Train,6.81
5eu1,Train,7.81
5ev8,Train,5.22
5evb,Train,5.0
5evd,Train,5.0
5evk,Train,4.92
5evz,Train,6.57
5ew0,Train,6.59
5ewa,Train,4.82
5ewh,Train,3.77
5ewk,Train,4.85
5ewz,Train,6.34
5exl,Train,8.43
5exm,Train,8.2
5exn,Train,7.64
5exw,Train,6.82
5ey0,Train,2.65
5ey4,Train,3.12
5ey9,Train,5.41
5eyr,Train,5.3
5eyz,Train,6.0
5ez0,Train,5.8
5ezg,Train,4.92
5ezh,Train,4.62
5f08,Train,5.52
5f0f,Train,6.0
5f1c,Train,6.13
5f1h,Train,7.85
5f1j,Train,4.92
5f1r,Train,6.0
5f1v,Train,6.85
5f1x,Train,6.11
5f25,Train,5.04
5f2k,Train,6.16
5f2p,Train,4.43
5f2r,Train,4.28
5f2u,Train,8.43
5f3t,Train,3.68
5f3z,Train,4.54
5f41,Train,4.17
5f4l,Train,7.62
5f4p,Train,7.33
5f4r,Train,7.02
5f5z,Train,7.07
5f60,Train,7.37
5f61,Train,7.46
5f62,Train,8.17
5f63,Train,7.92
5f74,Train,5.12
5f8y,Train,4.24
5f90,Train,4.85
5f91,Train,5.2
5f9b,Train,4.26
5fb0,Train,5.47
5fb1,Train,5.92
5fb7,Train,7.89
5fbi,Train,2.8
5fck,Train,8.22
5fcz,Train,4.2
5fdc,Train,7.46
5fdi,Train,7.73
5fdo,Train,6.44
5fdr,Train,9.44
5fdz,Train,5.17
5fe6,Train,2.16
5fe7,Train,3.31
5fe9,Train,4.68
5ff6,Train,5.02
5fh6,Train,5.92
5fh7,Train,6.86
5fh8,Train,6.77
5fhn,Train,5.9
5fho,Train,6.67
5fiv,Train,7.66
5fjx,Train,4.96
5fky,Train,8.33
5fl0,Train,6.46
5fl1,Train,8.49
5fl4,Train,7.0
5fl5,Train,8.19
5fl6,Train,7.36
5flo,Train,3.15
5flp,Train,3.2
5flq,Train,2.97
5fls,Train,3.04
5flt,Train,2.89
5fnc,Train,4.11
5fnd,Train,3.49
5fnf,Train,3.15
5fng,Train,2.96
5fni,Train,3.48
5fnj,Train,2.29
5fnr,Train,4.23
5fns,Train,5.4
5fnt,Train,6.17
5fnu,Train,8.89
5fog,Train,3.67
5fol,Train,3.67
5fos,Train,5.74
5fot,Train,3.17
5fou,Train,3.95
5fov,Train,2.8
5fow,Train,4.03
5fox,Train,3.17
5fpi,Train,4.14
5fpk,Train,3.55
5fpp,Train,4.0
5fs5,Train,6.69
5fsc,Train,2.36
5fsl,Train,4.62
5fsn,Train,5.77
5fso,Train,6.09
5fsx,Train,2.72
5fsy,Train,5.89
5ftg,Train,6.15
5fto,Train,8.21
5fut,Train,6.45
5fv7,Train,6.74
5fwg,Train,6.72
5fwr,Train,7.75
5fyq,Train,5.89
5fyx,Train,4.16
5g17,Train,6.7
5g1a,Train,6.57
5g1n,Train,7.77
5g1z,Train,5.32
5g22,Train,7.0
5g2b,Train,7.0
5g2g,Train,6.05
5g43,Train,3.7
5g45,Train,3.3
5g46,Train,2.6
5g4m,Train,3.86
5g4n,Train,4.0
5g4o,Train,4.43
5g57,Train,8.4
5g5f,Train,5.28
5g5v,Train,6.7
5g5z,Train,5.66
5g60,Train,6.52
5g61,Train,6.4
5ggk,Train,3.54
5ggn,Train,3.66
5ggo,Train,3.1
5ggp,Train,3.3
5gic,Train,6.48
5gid,Train,6.11
5gj9,Train,4.99
5gja,Train,5.55
5gjd,Train,7.92
5glu,Train,4.02
5gmh,Train,6.31
5gmm,Train,4.54
5gmn,Train,4.73
5gmv,Train,6.23
5goe,Train,4.34
5gof,Train,4.05
5gp7,Train,5.15
5gr9,Train,7.48
5gs4,Train,7.07
5gs9,Train,5.26
5gsa,Train,7.09
5gtr,Train,7.17
5gu4,Train,5.47
5gvm,Train,6.73
5gvn,Train,7.05
5gvp,Train,6.78
5h08,Train,5.96
5h1e,Train,7.54
5h1t,Train,3.8
5h1u,Train,3.51
5h1v,Train,4.0
5h4j,Train,6.89
5h5f,Train,4.43
5h5o,Train,6.56
5h5q,Train,5.74
5h5r,Train,6.21
5h5s,Train,5.09
5h63,Train,5.92
5h7g,Train,9.24
5h85,Train,4.7
5h8b,Train,11.31
5h8e,Train,11.2
5h8g,Train,10.32
5h9p,Train,7.17
5h9q,Train,4.42
5h9r,Train,6.08
5h9s,Train,4.06
5ha1,Train,7.19
5hbn,Train,4.89
5hbs,Train,7.73
5hct,Train,7.6
5hcv,Train,8.7
5hcx,Train,8.39
5hcy,Train,8.92
5hd0,Train,8.4
5hda,Train,5.13
5hdu,Train,9.0
5hdv,Train,7.82
5hdx,Train,7.32
5hdz,Train,7.35
5he4,Train,7.7
5he5,Train,6.47
5he7,Train,8.3
5heb,Train,6.1
5hed,Train,4.44
5hes,Train,7.54
5hey,Train,5.66
5hf1,Train,5.74
5hfb,Train,4.57
5hfc,Train,5.72
5hff,Train,6.3
5hgc,Train,8.66
5hhx,Train,8.21
5hi7,Train,7.85
5hip,Train,6.05
5his,Train,4.71
5hjb,Train,5.68
5hjc,Train,4.35
5hjd,Train,5.24
5hjq,Train,4.72
5hk1,Train,8.37
5hkh,Train,5.09
5hpm,Train,7.13
5hrv,Train,5.29
5hrw,Train,5.48
5hrx,Train,5.29
5htb,Train,6.77
5htc,Train,6.82
5htz,Train,8.62
5hu0,Train,6.23
5hu1,Train,8.66
5hu9,Train,7.62
5huw,Train,6.23
5huy,Train,5.03
5hv0,Train,5.96
5hva,Train,7.07
5hvs,Train,7.15
5hvt,Train,7.26
5hvu,Train,7.89
5hwu,Train,5.27
5hwv,Train,5.07
5hyq,Train,6.82
5hyr,Train,7.38
5hyx,Train,6.55
5hz5,Train,7.07
5hz6,Train,7.8
5hz8,Train,6.4
5hz9,Train,7.03
5i1q,Train,7.92
5i25,Train,3.49
5i29,Train,7.82
5i2e,Train,6.64
5i2f,Train,6.49
5i38,Train,3.42
5i3a,Train,5.05
5i3v,Train,7.8
5i3w,Train,9.22
5i3x,Train,8.1
5i3y,Train,9.4
5i4v,Train,8.52
5i7x,Train,7.28
5i7y,Train,7.28
5i80,Train,7.21
5i88,Train,6.6
5i8c,Train,7.6
5i8g,Train,7.52
5i8p,Train,6.73
5i9i,Train,7.3
5i9x,Train,7.52
5i9y,Train,8.55
5i9z,Train,8.05
5ia0,Train,6.73
5ia1,Train,6.28
5ia2,Train,7.72
5ia3,Train,7.34
5ia4,Train,7.28
5ia5,Train,7.6
5icx,Train,6.96
5icy,Train,5.06
5icz,Train,5.3
5id0,Train,5.77
5id1,Train,6.25
5ie1,Train,6.85
5iez,Train,7.64
5if6,Train,7.23
5igk,Train,7.38
5igl,Train,7.37
5igm,Train,7.38
5ih2,Train,5.76
5ih9,Train,8.7
5ihh,Train,6.41
5ii1,Train,5.48
5ii2,Train,4.89
5ij7,Train,8.51
5ijj,Train,6.55
5ijp,Train,7.15
5ijr,Train,3.2
5ikb,Train,8.72
5il1,Train,5.82
5ime,Train,8.34
5in9,Train,6.36
5iok,Train,5.02
5iop,Train,4.54
5ioy,Train,5.22
5ioz,Train,4.96
5ipa,Train,4.7
5ipc,Train,4.89
5ipj,Train,8.89
5iq6,Train,5.26
5iql,Train,4.56
5irr,Train,5.27
5isl,Train,7.28
5isz,Train,4.49
5itf,Train,5.74
5ito,Train,4.16
5itp,Train,5.0
5iu4,Train,9.28
5iu6,Train,3.89
5iu7,Train,8.96
5iu8,Train,7.74
5iua,Train,8.82
5iub,Train,9.46
5iug,Train,7.33
5ivc,Train,5.92
5ive,Train,7.57
5ivj,Train,7.34
5ivn,Train,8.85
5ivv,Train,6.35
5ivy,Train,6.44
5iw0,Train,7.22
5iwg,Train,6.46
5ix0,Train,6.28
5ix1,Train,6.31
5ixq,Train,4.7
5ixt,Train,4.6
5iy4,Train,4.81
5iyv,Train,3.87
5iyy,Train,4.77
5izf,Train,9.74
5izj,Train,11.52
5izl,Train,5.73
5izu,Train,7.27
5j0d,Train,6.87
5j19,Train,6.6
5j1r,Train,4.66
5j1x,Train,5.52
5j20,Train,9.14
5j27,Train,6.74
5j2x,Train,7.74
5j32,Train,5.08
5j3l,Train,4.8
5j41,Train,3.7
5j4n,Train,4.25
5j5r,Train,6.89
5j5x,Train,11.02
5j64,Train,6.85
5j6a,Train,7.77
5j6l,Train,7.89
5j6m,Train,8.57
5j6n,Train,7.77
5j71,Train,6.96
5j74,Train,8.72
5j7q,Train,4.58
5j7w,Train,4.89
5j82,Train,6.0
5j86,Train,8.26
5j8m,Train,6.8
5j8u,Train,6.47
5j8z,Train,8.3
5j9f,Train,7.23
5j9x,Train,7.77
5ja0,Train,5.22
5jal,Train,2.47
5jan,Train,3.01
5jcb,Train,4.21
5jek,Train,3.98
5jeo,Train,4.8
5jf1,Train,7.19
5jf2,Train,7.89
5jf3,Train,7.42
5jf4,Train,7.19
5jf5,Train,7.2
5jf6,Train,7.21
5jf7,Train,6.04
5jf8,Train,5.85
5jfp,Train,9.32
5jfu,Train,8.07
5jg1,Train,8.72
5jgi,Train,4.3
5jgq,Train,4.62
5jha,Train,5.9
5jhb,Train,6.06
5jhd,Train,4.52
5jhk,Train,4.64
5ji8,Train,4.63
5jjm,Train,7.51
5jm4,Train,7.42
5jop,Train,9.41
5jox,Train,4.46
5jq5,Train,5.63
5jq7,Train,4.8
5jqb,Train,2.22
5jr2,Train,7.57
5js3,Train,6.73
5jsg,Train,4.85
5jsj,Train,5.4
5jsq,Train,4.67
5jss,Train,6.45
5jt9,Train,6.63
5jur,Train,8.52
5jvi,Train,6.51
5jxn,Train,6.41
5jxq,Train,8.15
5jy0,Train,5.55
5jy3,Train,7.92
5jzi,Train,4.8
5k03,Train,4.74
5k0h,Train,7.09
5k0m,Train,8.82
5k13,Train,8.74
5k1d,Train,4.68
5k1f,Train,4.79
5k48,Train,6.6
5k4z,Train,6.15
5k51,Train,4.8
5k6s,Train,6.26
5k7h,Train,6.0
5k8o,Train,5.96
5k8s,Train,8.22
5k9w,Train,4.59
5ka1,Train,4.48
5ka3,Train,4.59
5ka7,Train,4.35
5ka9,Train,4.41
5kab,Train,4.68
5kad,Train,4.43
5kam,Train,4.11
5kap,Train,4.23
5kau,Train,6.52
5kax,Train,6.11
5kbe,Train,6.34
5kbf,Train,8.92
5kbg,Train,6.11
5kbh,Train,6.26
5kbi,Train,5.39
5kby,Train,8.82
5kcb,Train,6.0
5kdr,Train,8.3
5kej,Train,5.11
5kew,Train,6.5
5kez,Train,8.15
5kh3,Train,4.22
5kh7,Train,3.66
5khg,Train,4.69
5khh,Train,4.31
5khi,Train,6.77
5khj,Train,3.74
5khk,Train,6.39
5khm,Train,8.3
5klp,Train,4.64
5klr,Train,7.72
5klt,Train,6.76
5kly,Train,7.21
5klz,Train,6.37
5km0,Train,5.31
5km1,Train,6.18
5km2,Train,4.41
5km3,Train,4.6
5km5,Train,6.92
5km9,Train,4.25
5kma,Train,4.71
5knj,Train,6.94
5knt,Train,4.43
5ko1,Train,6.64
5ko5,Train,4.57
5kqx,Train,8.44
5kqy,Train,9.29
5kr0,Train,9.15
5kr1,Train,9.49
5kr2,Train,8.48
5ks7,Train,5.32
5kva,Train,5.14
5kw2,Train,9.09
5kww,Train,8.13
5kxc,Train,5.26
5kya,Train,8.22
5kyj,Train,7.89
5kz0,Train,7.66
5kzp,Train,7.15
5kzq,Train,8.28
5l0h,Train,5.64
5l2i,Train,7.4
5l2s,Train,7.08
5l2t,Train,6.19
5l2w,Train,6.68
5l2y,Train,9.85
5l2z,Train,10.22
5l30,Train,9.14
5l3a,Train,4.89
5l3e,Train,6.18
5l3j,Train,6.64
5l4f,Train,5.89
5l4i,Train,6.59
5l4j,Train,4.28
5l4m,Train,5.34
5l7e,Train,6.6
5l7f,Train,9.05
5l7g,Train,7.8
5l7h,Train,7.3
5l7k,Train,10.37
5l87,Train,5.07
5l8a,Train,4.91
5l8c,Train,7.0
5l8n,Train,4.51
5l8o,Train,3.38
5l8y,Train,6.4
5l9g,Train,7.7
5l9i,Train,7.0
5l9l,Train,7.1
5l9o,Train,5.4
5laq,Train,9.2
5lb7,Train,5.05
5ld8,Train,8.05
5ldk,Train,4.17
5ldm,Train,3.86
5ldo,Train,3.75
5ldp,Train,4.17
5lif,Train,5.87
5ljj,Train,7.21
5ljq,Train,9.0
5ljt,Train,8.92
5ll4,Train,8.4
5ll5,Train,6.04
5ll9,Train,6.08
5lla,Train,7.72
5llc,Train,9.52
5lle,Train,10.22
5llg,Train,11.13
5llh,Train,10.17
5lli,Train,7.05
5llo,Train,9.4
5llp,Train,9.24
5lne,Train,4.76
5lny,Train,7.38
5lom,Train,7.13
5lp6,Train,4.76
5lpj,Train,5.0
5lpk,Train,5.51
5lpl,Train,4.92
5lpm,Train,5.56
5lsg,Train,5.4
5lsh,Train,3.39
5lso,Train,5.85
5ltn,Train,5.27
5lu2,Train,5.2
5lud,Train,3.61
5luu,Train,5.06
5lvd,Train,2.62
5lvl,Train,5.9
5lvn,Train,4.7
5lvq,Train,4.14
5lvr,Train,3.6
5lwd,Train,6.24
5lwe,Train,9.96
5lwm,Train,8.87
5lws,Train,3.94
5lxb,Train,9.77
5ly1,Train,7.53
5ly3,Train,7.51
5lyn,Train,5.04
5lyr,Train,7.89
5lz4,Train,5.7
5lz5,Train,6.35
5lz7,Train,6.28
5m04,Train,6.34
5m0m,Train,8.22
5m17,Train,3.66
5m1z,Train,4.18
5m23,Train,8.9
5m25,Train,8.19
5m28,Train,4.32
5m44,Train,7.4
5m4c,Train,7.4
5m4f,Train,7.89
5m4i,Train,7.89
5m4k,Train,5.66
5m4q,Train,3.51
5m4u,Train,4.89
5m56,Train,7.89
5m5d,Train,3.95
5m63,Train,6.96
5m77,Train,7.61
5m7s,Train,9.05
5m7t,Train,5.41
5m7u,Train,8.1
5m9w,Train,2.24
5ma7,Train,3.47
5mav,Train,5.48
5may,Train,6.48
5mb1,Train,6.6
5mby,Train,3.51
5meh,Train,6.32
5mek,Train,5.38
5mes,Train,6.47
5mev,Train,7.0
5mf6,Train,4.36
5mfr,Train,4.3
5mfs,Train,6.48
5mft,Train,7.47
5mg2,Train,7.77
5mge,Train,4.06
5mgf,Train,4.27
5mgj,Train,4.29
5mgk,Train,4.0
5mgx,Train,5.59
5mhp,Train,7.82
5mi3,Train,6.84
5mi5,Train,6.77
5mi6,Train,7.3
5mi7,Train,7.11
5mim,Train,7.34
5mk1,Train,3.88
5mk3,Train,4.05
5mk9,Train,4.42
5mka,Train,4.31
5mkr,Train,4.77
5mks,Train,4.77
5ml2,Train,7.89
5ml3,Train,9.69
5ml6,Train,9.45
5ml8,Train,8.1
5mlj,Train,8.85
5mlo,Train,5.32
5mlw,Train,5.03
5mme,Train,5.85
5mmg,Train,6.01
5mn1,Train,2.48
5mnb,Train,2.48
5mng,Train,4.68
5mnh,Train,4.68
5mnn,Train,3.84
5mno,Train,3.84
5mnr,Train,5.46
5mnx,Train,2.48
5mo0,Train,4.68
5mo2,Train,3.84
5mo8,Train,5.79
5mob,Train,4.05
5moc,Train,4.63
5mod,Train,3.52
5moe,Train,3.28
5mon,Train,2.48
5moq,Train,4.68
5mos,Train,3.79
5mpk,Train,8.52
5mpn,Train,7.07
5mpz,Train,4.07
5mqe,Train,5.4
5mrb,Train,6.33
5mrm,Train,5.03
5mro,Train,5.7
5mrp,Train,5.52
5msb,Train,7.46
5mte,Train,6.78
5mtv,Train,4.11
5mtx,Train,7.75
5mty,Train,8.89
5muc,Train,6.04
5mw4,Train,11.7
5mwh,Train,5.74
5mwj,Train,7.61
5mwp,Train,7.5
5mwy,Train,7.0
5mwz,Train,5.15
5mxf,Train,3.59
5mxo,Train,5.27
5my8,Train,7.14
5myg,Train,7.51
5myk,Train,9.0
5myo,Train,10.53
5myx,Train,8.16
5mz8,Train,2.31
5n0d,Train,8.48
5n0e,Train,8.44
5n0f,Train,6.05
5n16,Train,5.3
5n17,Train,5.32
5n18,Train,5.68
5n1p,Train,4.6
5n1r,Train,7.95
5n1s,Train,7.99
5n1x,Train,3.16
5n1z,Train,8.19
5n21,Train,5.96
5n24,Train,8.92
5n25,Train,7.78
5n2t,Train,5.08
5n2x,Train,6.06
5n2z,Train,5.31
5n31,Train,5.79
5n34,Train,4.63
5n3v,Train,4.34
5n3y,Train,5.03
5n53,Train,2.55
5n55,Train,5.99
5n58,Train,6.1
5n69,Train,6.54
5n6s,Train,8.09
5n70,Train,8.52
5n7g,Train,4.58
5n7v,Train,8.77
5n7x,Train,5.24
5n84,Train,7.96
5n87,Train,9.25
5n8b,Train,7.37
5n8e,Train,5.33
5n8j,Train,5.54
5n8t,Train,5.74
5n8v,Train,6.68
5n8w,Train,6.33
5n93,Train,8.66
5n99,Train,4.21
5n9k,Train,9.34
5n9l,Train,7.82
5n9n,Train,9.39
5n9r,Train,5.59
5n9s,Train,8.62
5na0,Train,9.77
5nad,Train,8.96
5nai,Train,6.1
5nap,Train,7.95
5nau,Train,7.52
5nbw,Train,8.59
5ndd,Train,6.46
5ndf,Train,5.85
5ne5,Train,7.41
5nea,Train,10.3
5neb,Train,7.77
5nee,Train,10.7
5nf5,Train,6.82
5nf6,Train,7.46
5nf9,Train,5.33
5nfa,Train,5.25
5nfb,Train,6.11
5nfh,Train,7.74
5ng9,Train,6.72
5nge,Train,7.19
5ngz,Train,2.89
5nih,Train,6.87
5nin,Train,7.12
5niy,Train,4.22
5njx,Train,4.15
5njz,Train,7.8
5nk2,Train,6.74
5nk3,Train,7.42
5nk4,Train,8.7
5nk6,Train,6.8
5nk7,Train,6.33
5nk8,Train,6.64
5nk9,Train,6.14
5nka,Train,5.46
5nkb,Train,9.12
5nkc,Train,7.72
5nkd,Train,7.59
5nkg,Train,7.68
5nkh,Train,7.59
5nki,Train,7.72
5nkk,Train,5.0
5nkn,Train,9.92
5nlk,Train,7.46
5nme,Train,7.09
5nmf,Train,7.42
5nmg,Train,5.75
5nn0,Train,10.96
5nn5,Train,5.47
5nn6,Train,5.52
5nne,Train,4.71
5npr,Train,4.9
5nps,Train,5.89
5ntt,Train,5.75
5nu3,Train,6.64
5nu5,Train,6.33
5nvv,Train,6.7
5nvw,Train,6.77
5nvx,Train,7.05
5nvy,Train,6.12
5nvz,Train,6.77
5nw0,Train,6.52
5nw1,Train,6.6
5nw2,Train,6.49
5nw7,Train,5.77
5nwe,Train,4.88
5nwi,Train,6.16
5nxg,Train,8.55
5nxi,Train,6.66
5nxo,Train,8.31
5nxp,Train,7.99
5nxq,Train,6.49
5nxv,Train,8.46
5nxw,Train,7.24
5ny1,Train,6.44
5ny3,Train,7.47
5ny6,Train,7.87
5nya,Train,6.38
5nyh,Train,7.73
5nyz,Train,5.03
5nz2,Train,5.03
5nz4,Train,6.28
5nze,Train,6.39
5nzf,Train,4.03
5nzn,Train,3.66
5nzo,Train,2.24
